0, 0.7735531700981988
1, 0.6354320896996393
2, 0.582992066277398
3, 0.4249485625161065
4, 0.2618964301215278
5, 0.18981701135635376
6, 0.13307199014557733
7, 0.09492265317175123
8, 0.07616132895151774
9, 0.045647011862860784
0, 0.7702126608954536
1, 0.6305741151173909
2, 0.5678987820943197
3, 0.39376067320505775
4, 0.26684000757005477
5, 0.18797422250111898
6, 0.14381661547554864
7, 0.11885625984933641
8, 0.07494393587112427
9, 0.04626764390203688
0, 0.7659849166870117
1, 0.6333773718939887
2, 0.5684312608506944
3, 0.4116209348042806
4, 0.2531793448660109
5, 0.1687303966946072
6, 0.11384955181015863
7, 0.08339959912829929
8, 0.05926219820976257
9, 0.03117743200725979
0, 0.5548771169450548
1, 0.427053960164388
2, 0.3854380475150214
3, 0.2901628096898397
4, 0.19402515093485515
5, 0.14480169879065619
6, 0.11620940301153394
7, 0.1013188362121582
8, 0.07092753383848402
9, 0.047430375549528336
0, 0.5597718874613444
1, 0.4264336188634237
2, 0.38443027602301705
3, 0.30058130423227947
4, 0.20883729325400457
5, 0.15634813573625353
6, 0.12018389039569431
7, 0.1022462096479204
8, 0.0855422490172916
9, 0.060960615343517724
0, 0.7606697294447157
1, 0.6270542780558268
2, 0.5564123259650336
3, 0.37624886830647786
4, 0.25553747283087835
5, 0.16776067283418444
6, 0.12016675737169054
7, 0.10629095700052049
8, 0.07392280631595188
9, 0.03692792918947008
0, 0.4530209011501736
1, 0.2927509268124898
2, 0.23359834618038602
3, 0.1483742766910129
4, 0.08614542815420363
5, 0.06017966137992011
6, 0.043465611007478505
7, 0.02688398559888204
8, 0.010945939355426364
9, 0.004115378194385105
0, 0.7691495736440023
1, 0.631837150785658
2, 0.572337622112698
3, 0.4088210741678874
4, 0.2760070588853624
5, 0.19020976490444608
6, 0.13251308600107828
7, 0.11356681982676188
8, 0.07386686272091336
9, 0.03745602501763238
0, 0.5818418396843804
1, 0.44747265179951984
2, 0.39888313876258
3, 0.31767256259918214
4, 0.22736070421006943
5, 0.17775049739413792
6, 0.12555314169989693
7, 0.09732009569803873
8, 0.06621727612283494
9, 0.042897142966588336
0, 0.5728524737887912
1, 0.4493840906355116
2, 0.40389455954233805
3, 0.3066879325442844
4, 0.21387098762724135
5, 0.1451603611310323
6, 0.11234510872099135
7, 0.10589700208769905
8, 0.08256058030658298
9, 0.05865266587999132
0, 0.5758613215552436
1, 0.44668050871955023
2, 0.3930932256910536
3, 0.2911020729276869
4, 0.20407833920584784
5, 0.1589161621199714
6, 0.10908374918831719
7, 0.08264114591810438
8, 0.06030952334403992
9, 0.03480035331514147
